as_of,ticker,setup_name,direction,strength,spot_at_setup,ret_1d,ret_5d,correct_1d,correct_5d,vix_at_setup,vix_regime,weekly_trend,weekly_ribbon_agreement,pct_change_1w,pct_change_4w,composite_score,grade,cat_technical,cat_vol_vix,cat_catalyst,cat_macro_breadth,cat_liquidity
2026-05-26,V,pullback_in_trend,bullish,0.9835,326.48,0.003461,-0.028057,True,False,17.01,neutral,up,False,-0.018519,0.054352,69.37,B,6.396,7.875,8.667,5.75,6.036
2026-05-26,UNH,pullback_in_trend,bullish,0.9892,376.86,0.018973,0.002813,True,True,17.01,neutral,down,True,-0.036484,0.062505,72.79,B+,7.462,7.875,8.667,6.25,6.036
2026-05-27,DIA,compression_breakout,bullish,0.9127,506.88,0.000335,0.002723,True,True,16.29,neutral,up,True,0.026114,0.03146,75.39,B+,8.502,7.875,8.667,6.25,6.036
2026-05-27,XLF,stage_2_breakout,bearish,0.0024,51.42,-0.002917,-0.010696,True,True,16.29,neutral,flat,False,0.006262,-0.008293,63.68,B,5.016,7.875,8.667,4.25,6.036
2026-05-27,XLI,pullback_in_trend,bullish,0.9687,174.3,-0.002869,-0.001434,False,False,16.29,neutral,up,True,0.03295,0.019418,72.72,B+,7.134,7.875,8.667,6.75,6.036
2026-05-27,XLI,stage_2_breakout,bullish,0.5937,174.3,-0.002869,-0.001434,False,False,16.29,neutral,up,True,0.03295,0.019418,73.34,B+,7.384,7.875,8.667,6.75,6.036
2026-05-27,XLP,pullback_in_trend,bullish,0.9907,84.58,-0.001773,-0.028612,False,False,16.29,neutral,flat,True,-0.01754,0.018055,70.56,B,7.168,7.875,8.667,5.25,6.036
2026-05-27,XLP,stage_2_breakout,bullish,0.2901,84.58,-0.001773,-0.028612,False,False,16.29,neutral,flat,True,-0.01754,0.018055,69.55,B,6.767,7.875,8.667,5.25,6.036
2026-05-27,XLB,stage_2_breakout,bullish,0.1985,51.18,0.003517,0.008793,True,True,16.29,neutral,down,False,0.043638,-0.00428,68.85,B,5.435,7.875,8.667,7.0,6.036
2026-05-27,XLRE,pullback_in_trend,bullish,0.9612,44.63,-0.004929,-0.025095,False,False,16.29,neutral,flat,True,0.015703,0.016397,71.88,B+,7.098,7.875,8.667,6.25,6.036
2026-05-27,XLC,stage_2_breakout,bullish,0.1576,116.26,0.003527,-0.035954,True,False,16.29,neutral,down,False,0.003539,0.004406,66.54,B,5.411,7.875,8.667,5.5,6.036
2026-05-27,AAPL,compression_breakout,bullish,0.8651,310.85,0.00534,-0.001898,True,False,16.29,neutral,up,True,0.039736,0.148277,78.97,B+,9.185,7.875,8.667,7.5,6.036
2026-05-27,MSFT,compression_breakout,bullish,0.9921,412.67,0.034701,0.035549,True,True,16.29,neutral,down,False,-0.011379,-0.038625,73.99,B+,7.193,7.875,8.667,7.5,6.036
2026-05-27,GOOGL,pullback_in_trend,bullish,0.9654,388.83,0.003343,-0.076743,True,False,16.29,neutral,down,True,0.003018,0.111642,72.36,B,7.742,7.875,8.667,5.5,6.036
2026-05-27,AMZN,pullback_in_trend,bullish,0.9482,271.85,0.007909,-0.080302,True,False,16.29,neutral,flat,True,0.048238,0.046785,73.82,B+,7.275,7.875,8.667,7.25,6.036
2026-05-27,V,pullback_in_trend,bullish,0.9779,327.61,-0.008119,-0.046427,False,False,16.29,neutral,up,False,-0.006972,0.059198,69.43,B,6.417,7.875,8.667,5.75,6.036
2026-05-27,UNH,pullback_in_trend,bullish,0.9605,384.01,-0.003854,-0.018255,False,False,16.29,neutral,up,True,-0.013436,0.047005,72.01,B+,7.301,7.875,8.667,6.0,6.036
2026-05-28,SPY,pullback_in_trend,bullish,0.8843,754.6,0.002491,0.0033,True,True,15.74,neutral,up,True,0.01801,0.060457,72.23,B+,7.238,7.875,8.667,6.25,6.036
2026-05-28,DIA,compression_breakout,bullish,0.9286,507.05,0.007356,0.019032,True,True,15.74,neutral,up,True,0.013613,0.037612,75.57,B+,8.575,7.875,8.667,6.25,6.036
2026-05-28,DIA,pullback_in_trend,bullish,0.9304,507.05,0.007356,0.019032,True,True,15.74,neutral,up,True,0.013613,0.037612,72.08,B+,7.178,7.875,8.667,6.25,6.036
2026-05-28,XLF,stage_2_breakout,bearish,0.1114,51.27,0.006046,0.017944,False,False,15.74,neutral,flat,False,-0.007549,-0.012519,64.52,B,5.206,7.875,8.667,4.5,6.036
2026-05-28,XLI,pullback_in_trend,bullish,0.9785,173.8,-0.003855,0.013579,False,True,15.74,neutral,flat,True,0.017982,0.022774,72.45,B+,7.175,7.875,8.667,6.5,6.036
2026-05-28,XLI,stage_2_breakout,bullish,0.4842,173.8,-0.003855,0.013579,False,True,15.74,neutral,flat,True,0.017982,0.022774,72.48,B+,7.187,7.875,8.667,6.5,6.036
2026-05-28,XLP,compression_breakout,bullish,0.9206,84.43,-0.018003,-0.028307,False,False,15.74,neutral,flat,True,-0.012746,0.01821,73.71,B,8.429,7.875,8.667,5.25,6.036
2026-05-28,XLP,pullback_in_trend,bullish,0.9961,84.43,-0.018003,-0.028307,False,False,15.74,neutral,flat,True,-0.012746,0.01821,70.59,B,7.18,7.875,8.667,5.25,6.036
2026-05-28,XLP,stage_2_breakout,bullish,0.2288,84.43,-0.018003,-0.028307,False,False,15.74,neutral,flat,True,-0.012746,0.01821,69.25,B,6.646,7.875,8.667,5.25,6.036
2026-05-28,XLB,stage_2_breakout,bullish,0.2936,51.36,-0.004089,0.005062,False,True,15.74,neutral,flat,False,0.032985,0.007849,69.53,B,5.706,7.875,8.667,7.0,6.036
2026-05-28,XLRE,pullback_in_trend,bullish,0.9802,44.41,-0.009457,-0.000225,False,False,15.74,neutral,flat,True,-0.00045,0.017644,71.25,B,7.145,7.875,8.667,5.75,6.036
2026-05-28,XLC,stage_2_breakout,bullish,0.29,116.67,-0.0084,-0.030513,False,False,15.74,neutral,flat,False,0.00491,0.01197,68.45,B,5.726,7.875,8.667,6.25,6.036
2026-05-28,AAPL,compression_breakout,bullish,0.9444,312.51,-0.00144,-0.004096,False,False,15.74,neutral,up,True,0.033945,0.156716,79.51,B+,9.4,7.875,8.667,7.5,6.036
2026-05-28,GOOGL,pullback_in_trend,bullish,0.9625,390.13,-0.025094,-0.045985,False,False,15.74,neutral,down,True,0.003137,0.114848,73.53,B+,7.757,7.875,8.667,6.25,6.036
2026-05-28,AMZN,pullback_in_trend,bullish,0.9408,274.0,-0.012263,-0.073759,False,False,15.74,neutral,flat,True,0.033923,0.041667,73.7,B+,7.226,7.875,8.667,7.25,6.036
2026-05-28,V,compression_breakout,bullish,0.9603,324.95,0.004339,-0.014679,True,False,15.74,neutral,up,False,-0.017536,-0.029594,70.98,B,7.19,7.875,8.667,5.5,6.036
2026-05-28,UNH,pullback_in_trend,bullish,0.97,382.53,-0.005803,0.036442,False,True,15.74,neutral,up,True,-0.002009,0.031801,72.93,B+,7.219,7.875,8.667,6.75,6.036
2026-05-29,XLF,compression_breakout,bullish,0.9921,51.58,-0.002908,0.013959,False,True,15.32,neutral,up,False,-0.0029,-0.010551,72.59,B+,7.381,7.875,8.667,6.25,6.036
2026-05-29,XLI,compression_breakout,bullish,0.8254,173.13,-0.004217,0.006065,False,True,15.32,neutral,flat,True,0.015247,-0.008306,75.04,B+,8.062,7.875,8.667,6.75,6.036
2026-05-29,XLI,pullback_in_trend,bullish,0.9894,173.13,-0.004217,0.006065,False,True,15.32,neutral,flat,True,0.015247,-0.008306,72.36,B+,6.99,7.875,8.667,6.75,6.036
2026-05-29,XLI,stage_2_breakout,bullish,0.3596,173.13,-0.004217,0.006065,False,True,15.32,neutral,flat,True,0.015247,-0.008306,71.71,B+,6.73,7.875,8.667,6.75,6.036
2026-05-29,XLB,stage_2_breakout,bullish,0.1658,51.15,-0.004497,-0.010166,False,False,15.32,neutral,down,False,0.022591,-0.006217,69.03,B,5.357,7.875,8.667,7.25,6.036
2026-05-29,AAPL,compression_breakout,bullish,0.9921,312.06,-0.018426,-0.015125,False,False,15.32,neutral,up,True,0.023181,0.150028,79.64,B+,9.451,7.875,8.667,7.5,6.036
2026-05-29,TSLA,pullback_in_trend,bullish,0.9532,435.79,-0.045687,-0.102779,False,False,15.32,neutral,up,True,0.042934,0.141918,75.06,B+,7.919,7.875,8.667,7.0,6.036
2026-05-29,V,compression_breakout,bullish,0.9762,326.36,-0.011,-0.008549,False,False,15.32,neutral,up,False,-0.014375,-0.010551,72.51,B+,7.349,7.875,8.667,6.25,6.036
2026-06-01,IWM,pullback_in_trend,bullish,0.9464,288.98,0.009274,-0.016852,True,False,16.05,neutral,up,True,0.013538,0.034732,70.45,B+,7.191,7.875,7.556,6.25,6.036
2026-06-01,DIA,compression_breakout,bullish,0.8016,511.44,0.005103,-0.004947,True,False,16.05,neutral,up,True,0.010511,0.03317,73.2,B+,8.291,7.875,7.556,6.25,6.036
2026-06-01,DIA,pullback_in_trend,bullish,0.9095,511.44,0.005103,-0.004947,True,False,16.05,neutral,up,True,0.010511,0.03317,70.24,B+,7.107,7.875,7.556,6.25,6.036
2026-06-01,XLI,compression_breakout,bullish,0.8254,172.4,0.010383,0.007135,True,True,16.05,neutral,up,True,0.003668,-0.003238,73.83,B+,8.096,7.875,7.556,7.0,6.036
2026-06-01,XLC,compression_breakout,bearish,0.9048,115.61,-0.017646,-0.039097,True,True,16.05,neutral,flat,False,0.001299,-0.00951,66.0,B,7.213,7.875,7.556,3.25,6.036
2026-06-01,AAPL,pullback_in_trend,bullish,0.9379,306.31,0.029023,-0.015572,True,False,16.05,neutral,up,True,-0.008128,0.093418,73.26,B+,7.565,7.875,7.556,7.5,6.036
2026-06-01,TSLA,pullback_in_trend,bullish,0.9916,415.88,0.0189,-0.016663,True,False,16.05,neutral,down,True,-0.023779,0.064122,71.54,B+,7.477,7.875,7.556,6.5,6.036
2026-06-01,JPM,compression_breakout,bearish,0.8016,296.58,0.014768,0.048992,False,False,16.05,neutral,flat,True,-0.031986,-0.050853,68.05,B,7.731,7.875,7.556,3.75,6.036
2026-06-01,JPM,pullback_in_trend,bearish,0.9603,296.58,0.014768,0.048992,False,False,16.05,neutral,flat,True,-0.031986,-0.050853,65.34,B,6.648,7.875,7.556,3.75,6.036
2026-06-01,UNH,pullback_in_trend,bullish,0.9853,379.86,-0.005107,0.070315,False,True,16.05,neutral,down,True,-0.022164,0.030045,70.19,B+,7.238,7.875,7.556,6.0,6.036
2026-06-02,IWM,pullback_in_trend,bullish,0.9282,291.66,-0.01368,-0.022766,False,False,15.77,neutral,up,True,0.003959,0.04959,68.94,B,7.254,7.875,6.444,6.25,6.036
2026-06-02,DIA,pullback_in_trend,bullish,0.8986,514.05,-0.011263,-0.009026,False,False,15.77,neutral,up,True,0.017417,0.050024,68.79,B,7.197,7.875,6.444,6.25,6.036
2026-06-02,AAPL,pullback_in_trend,bullish,0.888,315.2,-0.015673,-0.078204,False,False,15.77,neutral,up,True,0.022281,0.138605,72.09,B+,7.767,7.875,6.444,7.5,6.036
2026-06-02,V,stage_2_breakout,bearish,0.2468,317.32,-0.015505,0.02436,True,False,15.77,neutral,down,False,-0.028057,-0.029157,60.09,B,5.366,7.875,6.444,3.5,6.036
2026-06-02,UNH,pullback_in_trend,bullish,0.9947,377.92,-0.002434,0.092824,False,True,15.77,neutral,down,True,0.002813,0.019339,68.76,B,7.185,7.875,6.444,6.25,6.036
2026-06-03,DIA,pullback_in_trend,bullish,0.9522,508.26,0.016606,-0.01576,True,False,16.06,neutral,up,True,0.002723,0.031037,62.07,B,7.178,7.873,2.0,6.25,6.036
2026-06-03,XLF,stage_2_breakout,bearish,0.4014,50.87,0.025948,0.026735,False,False,16.06,neutral,flat,True,-0.010696,-0.013956,57.32,F,6.776,7.873,2.0,3.75,6.036
2026-06-03,XLI,compression_breakout,bullish,0.8016,174.05,0.012123,-0.025223,True,False,16.06,neutral,up,True,-0.001434,0.009512,65.21,B,8.133,7.873,2.0,6.75,6.036
2026-06-03,XLI,pullback_in_trend,bullish,0.979,174.05,0.012123,-0.025223,True,False,16.06,neutral,up,True,-0.001434,0.009512,62.6,B,7.088,7.873,2.0,6.75,6.036
2026-06-03,XLB,pullback_in_trend,bullish,0.9713,51.63,-0.000194,-0.039318,False,False,16.06,neutral,up,True,0.008793,0.001941,62.81,B,7.022,7.873,2.0,7.0,6.036
2026-06-03,XLU,pullback_in_trend,bearish,0.9408,43.71,0.005262,0.006635,False,False,16.06,neutral,flat,False,-0.031679,-0.057365,55.42,F,5.566,7.873,2.0,4.5,6.036
2026-06-03,AAPL,pullback_in_trend,bullish,0.9321,310.26,0.003126,-0.060208,True,False,16.06,neutral,up,True,-0.001898,0.091773,64.86,B,7.543,7.873,2.0,7.5,6.036
2026-06-03,NVDA,pullback_in_trend,bullish,0.9964,214.75,0.018207,-0.066729,True,False,16.06,neutral,down,True,0.010113,0.092875,65.2,B,7.679,7.873,2.0,7.5,6.036
2026-06-03,TSLA,pullback_in_trend,bullish,0.989,423.7,-0.012391,-0.099386,False,False,16.06,neutral,flat,True,-0.037833,0.088168,61.33,B,7.632,7.873,2.0,5.0,6.036
2026-06-03,JPM,compression_breakout,bearish,0.8492,300.85,0.033372,0.027555,False,False,16.06,neutral,up,True,0.005246,-0.027634,60.33,B,7.981,7.873,2.0,3.75,6.036
2026-06-03,V,stage_2_breakout,bearish,0.575,312.4,0.024904,0.033803,False,False,16.06,neutral,down,False,-0.046427,-0.029904,55.42,F,6.017,7.873,2.0,3.75,6.036
2026-06-04,SPY,pullback_in_trend,bullish,0.9117,757.09,-0.025809,-0.025532,False,False,15.4,neutral,up,True,0.0033,0.031697,61.89,B,7.101,7.875,2.0,6.25,6.036
2026-06-04,QQQ,pullback_in_trend,bullish,0.9018,740.61,-0.048001,-0.031717,False,False,15.4,neutral,up,True,0.006811,0.064447,62.38,B,7.3,7.875,2.0,6.25,6.036
2026-06-04,IWM,pullback_in_trend,bullish,0.9365,292.01,-0.035478,-0.005479,False,False,15.4,neutral,up,True,-6.8e-05,0.018166,61.79,B,7.061,7.875,2.0,6.25,6.036
2026-06-04,XLI,pullback_in_trend,bullish,0.9497,176.16,-0.01124,-0.005733,False,False,15.4,neutral,up,True,0.013579,-0.004014,62.23,B,6.939,7.875,2.0,6.75,6.036
2026-06-04,XLP,pullback_in_trend,bearish,0.9493,82.04,0.017065,0.039371,False,False,15.4,neutral,down,False,-0.028307,-0.026116,55.99,F,5.791,7.875,2.0,4.5,6.036
2026-06-04,XLB,pullback_in_trend,bullish,0.9742,51.62,-0.019179,-0.007749,False,False,15.4,neutral,up,True,0.005062,-0.015073,61.42,B,6.915,7.875,2.0,6.25,6.036
2026-06-04,XLU,pullback_in_trend,bearish,0.959,43.94,0.009331,0.002503,False,False,15.4,neutral,flat,False,-0.015461,-0.038722,55.45,F,5.727,7.875,2.0,4.25,6.036
2026-06-04,XLRE,stage_2_breakout,bullish,0.6759,44.4,0.006757,0.011712,True,True,15.4,neutral,up,False,-0.000225,-0.007599,59.68,F,6.368,7.875,2.0,6.0,6.036
2026-06-04,AAPL,compression_breakout,bullish,0.9524,311.23,-0.012499,-0.050124,False,False,15.4,neutral,up,True,-0.004096,0.082501,68.31,B,8.921,7.875,2.0,7.5,6.036
2026-06-04,AAPL,pullback_in_trend,bullish,0.9304,311.23,-0.012499,-0.050124,False,False,15.4,neutral,up,True,-0.004096,0.082501,64.7,B,7.477,7.875,2.0,7.5,6.036
2026-06-04,TSLA,pullback_in_trend,bullish,0.9966,418.45,-0.065599,-0.046123,False,False,15.4,neutral,down,True,-0.053495,0.049457,60.73,B,7.39,7.875,2.0,5.0,6.036
2026-06-04,JPM,stage_2_breakout,bullish,0.5989,310.89,0.00476,0.008363,True,True,15.4,neutral,up,False,0.04772,-0.012734,60.71,B,6.18,7.875,2.0,7.0,6.036
2026-06-04,V,stage_2_breakout,bearish,0.0088,320.18,0.010588,-0.003529,False,True,15.4,neutral,down,False,-0.014679,0.004329,52.04,F,5.113,7.875,2.0,3.0,6.036
2026-06-04,COST,pullback_in_trend,bearish,0.9503,972.35,-0.000494,0.003435,True,False,15.4,neutral,down,False,-0.02296,-0.0235,56.04,F,5.811,7.875,2.0,4.5,6.036
2026-06-05,SPY,failed_breakdown_reversal,bearish,1.0,737.55,0.002264,0.005695,False,False,21.51,expansion,flat,True,-0.025024,0.00816,53.69,F,7.521,5.675,2.0,3.75,6.036
2026-06-05,QQQ,failed_breakdown_reversal,bearish,1.0,705.06,0.015616,0.02309,False,False,21.51,expansion,down,True,-0.045035,0.014562,53.8,F,7.564,5.675,2.0,3.75,6.036
2026-06-05,XLF,compression_breakout,bullish,0.8651,52.3,-0.00631,0.019885,False,True,21.51,expansion,up,False,0.013959,0.014549,57.62,F,7.294,5.675,2.0,6.75,6.036
2026-06-05,XLK,failed_breakdown_reversal,bearish,1.0,180.3,0.02152,0.024958,False,False,21.51,expansion,up,True,-0.05612,0.062526,56.47,F,7.884,5.675,2.0,5.0,6.036
2026-06-05,XLRE,pullback_in_trend,bullish,0.9551,44.7,-0.014989,0.014765,False,True,21.51,expansion,up,True,0.01614,0.006757,57.32,F,7.022,5.675,2.0,7.0,6.036
2026-06-05,XLRE,stage_2_breakout,bullish,0.8698,44.7,-0.014989,0.014765,False,True,21.51,expansion,up,True,0.01614,0.006757,59.39,F,7.851,5.675,2.0,7.0,6.036
2026-06-05,META,failed_breakdown_reversal,bullish,1.0,593.0,-0.012833,-0.043879,False,False,21.51,expansion,down,True,-0.062465,-0.038602,55.53,F,7.209,5.675,2.0,5.5,6.036
2026-06-05,JPM,stage_2_breakout,bullish,0.693,312.37,-0.004034,0.026731,False,True,21.51,expansion,up,True,0.043634,0.019917,58.35,F,7.585,5.675,2.0,6.75,6.036
2026-06-08,SPY,pullback_in_trend,bullish,0.9813,739.22,-0.002936,nan,False,,18.92,neutral,down,True,-0.02547,0.002169,61.32,B,7.044,7.706,2.0,6.25,6.036
2026-06-08,IWM,pullback_in_trend,bullish,0.9968,284.11,0.003203,nan,True,,18.92,neutral,flat,True,-0.016852,-0.000211,61.36,B,7.059,7.706,2.0,6.25,6.036
2026-06-08,DIA,pullback_in_trend,bullish,0.9686,508.91,0.000982,nan,True,,18.92,neutral,up,True,-0.004947,0.025759,61.65,B,7.176,7.706,2.0,6.25,6.036
2026-06-08,XLF,compression_breakout,bullish,0.8492,51.97,0.009428,nan,True,,18.92,neutral,flat,False,0.0105,0.014247,62.24,B,7.26,7.706,2.0,6.5,6.036
2026-06-08,XLF,pullback_in_trend,bullish,0.978,51.97,0.009428,nan,True,,18.92,neutral,flat,False,0.0105,0.014247,59.38,F,6.118,7.706,2.0,6.5,6.036
2026-06-08,XLK,pullback_in_trend,bullish,0.9808,184.18,-0.018514,nan,False,,18.92,neutral,up,True,-0.059154,0.049339,60.23,B,7.357,7.706,2.0,5.0,6.036
2026-06-08,XLI,compression_breakout,bullish,0.9127,173.63,0.011346,nan,True,,18.92,neutral,up,True,0.007135,0.002483,64.11,B,8.309,7.706,2.0,6.0,6.036
2026-06-08,XLI,pullback_in_trend,bullish,0.993,173.63,0.011346,nan,True,,18.92,neutral,up,True,0.007135,0.002483,61.01,B,7.069,7.706,2.0,6.0,6.036
2026-06-08,XLU,pullback_in_trend,bearish,0.9423,43.52,0.01057,nan,False,,18.92,neutral,down,False,0.009745,-0.026834,54.39,F,5.772,7.706,2.0,3.75,6.036
2026-06-08,XLRE,pullback_in_trend,bullish,0.9975,44.03,0.021349,nan,True,,18.92,neutral,down,True,0.017564,-0.008557,62.35,B,7.005,7.706,2.0,7.0,6.036
2026-06-08,AAPL,failed_breakdown_reversal,bearish,1.0,301.54,-0.036446,nan,True,,18.92,neutral,down,True,-0.015572,0.028024,60.97,B,7.653,7.706,2.0,5.0,6.036
2026-06-08,JPM,stage_2_breakout,bullish,0.5747,311.11,0.005111,nan,True,,18.92,neutral,up,True,0.048992,0.029824,62.62,B,7.415,7.706,2.0,6.5,6.036
2026-06-08,V,stage_2_breakout,bearish,0.0525,319.67,0.01683,nan,False,,18.92,neutral,down,False,-0.009604,0.00276,52.56,F,5.19,7.706,2.0,3.5,6.036
2026-06-08,AMD,pullback_in_trend,bullish,0.9654,490.33,-0.030224,nan,False,,18.92,neutral,up,True,-0.038814,0.077198,60.62,B,7.512,7.706,2.0,5.0,6.036
2026-06-09,QQQ,failed_breakdown_reversal,bearish,1.0,707.83,-0.019977,nan,True,,19.87,neutral,down,True,-0.05137,-0.007655,58.45,F,7.416,7.687,2.0,3.75,6.036
2026-06-09,IWM,failed_breakdown_reversal,bearish,1.0,285.02,-0.01042,nan,True,,19.87,neutral,flat,True,-0.022766,-0.001086,58.56,F,7.459,7.687,2.0,3.75,6.036
2026-06-09,XLP,stage_2_breakout,bullish,0.2113,84.1,0.016528,nan,True,,19.87,neutral,down,False,0.02774,0.008756,58.66,F,5.548,7.687,2.0,7.0,6.036
2026-06-09,XLU,pullback_in_trend,bearish,0.9717,43.98,0.000455,nan,False,,19.87,neutral,down,False,0.001822,-0.025698,54.51,F,5.839,7.687,2.0,3.75,6.036
2026-06-09,XLRE,stage_2_breakout,bullish,0.9452,44.97,0.000445,nan,True,,19.87,neutral,up,True,0.034031,0.008975,65.21,B,8.017,7.687,2.0,7.25,6.036
2026-06-09,JPM,stage_2_breakout,bullish,0.6641,312.7,-0.011385,nan,False,,19.87,neutral,up,True,0.039009,0.042333,63.61,B,7.677,7.687,2.0,6.75,6.036
2026-06-09,COST,pullback_in_trend,bearish,0.9549,968.59,0.015259,nan,False,,19.87,neutral,down,False,0.015006,-0.030896,53.22,F,5.77,7.687,2.0,3.0,6.036
2026-06-10,DIA,pullback_in_trend,bullish,0.9701,500.25,0.018211,nan,True,,22.22,expansion,down,True,-0.01576,0.00474,56.61,F,7.038,5.827,2.0,6.25,6.036
2026-06-10,XLF,pullback_in_trend,bullish,0.9696,52.23,0.007467,nan,True,,22.22,expansion,up,False,0.026735,0.012602,54.99,F,6.09,5.827,2.0,6.75,6.036
2026-06-10,XLP,stage_2_breakout,bullish,0.7167,85.49,-0.002573,nan,False,,22.22,expansion,up,False,0.040531,0.012435,57.35,F,6.583,5.827,2.0,7.5,6.036
2026-06-10,XLU,pullback_in_trend,bearish,0.9748,44.0,0.001136,nan,False,,22.22,expansion,down,False,0.006635,-0.026333,49.49,F,5.841,5.827,2.0,3.5,6.036
2026-06-10,XLRE,stage_2_breakout,bullish,0.9584,44.99,-0.001556,nan,False,,22.22,expansion,up,True,0.034015,0.009197,60.25,B,8.045,5.827,2.0,7.0,6.036
2026-06-10,XLC,pullback_in_trend,bearish,0.9203,111.01,0.009999,nan,False,,22.22,expansion,down,True,-0.009547,-0.041861,52.21,F,6.628,5.827,2.0,4.0,6.036
2026-06-10,META,stage_2_breakout,bearish,1.0,570.98,-0.004466,nan,True,,22.22,expansion,down,True,-0.08347,-0.053101,54.92,F,7.713,5.827,2.0,4.0,6.036
2026-06-10,JPM,pullback_in_trend,bullish,0.9752,309.14,0.014071,nan,True,,22.22,expansion,up,True,0.027555,0.013973,57.54,F,7.11,5.827,2.0,6.75,6.036
2026-06-10,JPM,stage_2_breakout,bullish,0.3713,309.14,0.014071,nan,True,,22.22,expansion,up,True,0.027555,0.013973,57.02,F,6.902,5.827,2.0,6.75,6.036
2026-06-11,XLI,stage_2_breakout,bullish,0.4831,175.15,0.005881,nan,True,,19.44,neutral,up,True,-0.005733,0.008812,61.79,B,7.092,7.845,2.0,6.25,6.036
2026-06-11,XLP,stage_2_breakout,bullish,0.624,85.27,0.00645,nan,True,,19.44,neutral,up,True,0.039371,0.006492,64.33,B,7.358,7.845,2.0,7.5,6.036
2026-06-11,XLB,stage_2_breakout,bullish,0.1848,51.22,0.018743,nan,True,,19.44,neutral,up,False,-0.007749,-0.016135,57.01,F,5.329,7.845,2.0,6.0,6.036
2026-06-11,XLU,pullback_in_trend,bearish,0.9795,44.05,0.010897,nan,False,,19.44,neutral,down,False,0.002503,-0.01388,54.77,F,5.933,7.845,2.0,3.5,6.036
2026-06-11,XLC,pullback_in_trend,bearish,0.9556,112.12,-0.004192,nan,True,,19.44,neutral,down,True,-0.008753,-0.03974,58.22,F,6.713,7.845,2.0,4.5,6.036
2026-06-11,MSFT,stage_2_breakout,bearish,0.9819,390.34,0.001025,nan,False,,19.44,neutral,down,True,-0.088097,-0.036697,61.65,B,7.786,7.845,2.0,5.0,6.036
2026-06-11,META,stage_2_breakout,bearish,1.0,568.43,-0.002551,nan,True,,19.44,neutral,down,True,-0.094237,-0.078167,60.3,B,7.546,7.845,2.0,4.5,6.036
2026-06-11,JPM,pullback_in_trend,bullish,0.9507,313.49,0.023063,nan,True,,19.44,neutral,up,True,0.008363,0.044097,62.97,B,7.262,7.845,2.0,6.75,6.036
2026-06-11,V,stage_2_breakout,bearish,0.1124,319.05,0.010469,nan,False,,19.44,neutral,down,False,-0.003529,-0.003934,52.72,F,5.265,7.845,2.0,3.25,6.036
