as_of,ticker,setup_name,direction,strength,spot_at_setup,ret_1d,ret_5d,correct_1d,correct_5d,vix_at_setup,vix_regime,weekly_trend,weekly_ribbon_agreement,pct_change_1w,pct_change_4w,composite_score,grade,cat_technical,cat_vol_vix,cat_catalyst,cat_macro_breadth,cat_liquidity
2026-03-30,XLE,compression_breakout,bullish,0.8254,61.96,-0.011298,-0.029051,False,False,30.61,neutral,up,True,0.039074,0.086255,73.44,B+,8.692,7.721,7.556,6.0,6.036
2026-03-30,AAPL,compression_breakout,bearish,0.9921,246.63,0.029031,0.027855,False,False,30.61,neutral,down,True,-0.019325,-0.068336,71.7,B+,7.995,7.721,7.556,6.0,6.036
2026-03-30,AAPL,pullback_in_trend,bearish,0.9409,246.63,0.029031,0.027855,False,False,30.61,neutral,down,True,-0.019325,-0.068336,67.94,B,6.493,7.721,7.556,6.0,6.036
2026-03-30,AMZN,compression_breakout,bearish,0.881,200.95,0.036427,0.063797,False,False,30.61,neutral,down,True,-0.043733,-0.035702,70.93,B,7.991,7.721,7.556,5.5,6.036
2026-03-30,JPM,compression_breakout,bearish,0.8968,283.77,0.036614,0.048032,False,False,30.61,neutral,flat,True,-0.021179,-0.046344,70.09,B,7.951,7.721,7.556,5.0,6.036
2026-03-30,JPM,pullback_in_trend,bearish,0.9563,283.77,0.036614,0.048032,False,False,30.61,neutral,flat,True,-0.021179,-0.046344,66.88,B,6.67,7.721,7.556,5.0,6.036
2026-03-30,COST,stage_2_breakout,bullish,0.5508,996.58,-0.000151,0.016687,False,True,30.61,neutral,down,False,0.031945,-0.006173,65.9,B,6.127,7.721,7.556,5.25,6.036
2026-03-31,XLK,pullback_in_trend,bearish,0.9616,132.9,0.015124,0.06614,False,False,25.25,neutral,down,True,-0.023871,-0.033455,67.34,B,6.767,7.875,6.444,6.0,6.036
2026-03-31,XLV,pullback_in_trend,bearish,0.9607,146.61,0.007639,0.020872,False,False,25.25,neutral,down,False,0.01257,-0.064629,61.69,B,5.557,7.875,6.444,4.25,6.036
2026-03-31,XLP,compression_breakout,bearish,0.8889,81.98,-0.006343,0.009758,True,False,25.25,neutral,down,False,0.010726,-0.065648,65.19,B,6.807,7.875,6.444,4.5,6.036
2026-03-31,XLC,pullback_in_trend,bearish,0.9552,110.86,0.003428,0.02661,False,False,25.25,neutral,down,True,-0.00243,-0.06019,65.74,B,6.576,7.875,6.444,5.25,6.036
2026-03-31,V,compression_breakout,bearish,0.9444,302.24,-0.012341,0.022234,True,False,25.25,neutral,down,True,-0.005004,-0.057943,68.85,B,7.969,7.875,6.444,5.0,6.036
2026-03-31,COST,stage_2_breakout,bullish,0.5134,996.43,0.00013,0.033961,True,True,25.25,neutral,down,False,0.023218,-0.011253,63.97,B,6.018,7.875,6.444,5.0,6.036
2026-03-31,UNH,pullback_in_trend,bearish,0.9699,270.59,0.012528,0.130788,False,False,25.25,neutral,down,True,-0.006207,-0.064382,64.24,B,6.577,7.875,6.444,4.25,6.036
2026-04-01,SPY,pullback_in_trend,bearish,0.9844,655.24,0.0009,0.03765,False,False,24.54,neutral,down,True,-0.002406,-0.043627,58.75,F,6.745,7.875,2.0,4.75,6.036
2026-04-01,QQQ,pullback_in_trend,bearish,0.9862,584.31,0.001147,0.044292,False,False,24.54,neutral,down,True,-0.005971,-0.043291,58.76,F,6.75,7.875,2.0,4.75,6.036
2026-04-01,IWM,compression_breakout,bearish,0.8571,249.56,0.006932,0.049687,False,False,24.54,neutral,up,False,-0.008975,-0.046608,59.06,F,6.87,7.875,2.0,4.75,6.036
2026-04-01,DIA,pullback_in_trend,bearish,0.99,465.48,-0.000902,0.035275,True,False,24.54,neutral,flat,True,0.002887,-0.045639,58.74,F,6.742,7.875,2.0,4.75,6.036
2026-04-01,XLF,compression_breakout,bearish,0.8492,49.44,0.00182,0.038228,False,False,24.54,neutral,up,True,0.002027,-0.04,61.26,B,7.898,7.875,2.0,4.5,6.036
2026-04-01,XLF,pullback_in_trend,bearish,0.9922,49.44,0.00182,0.038228,False,False,24.54,neutral,up,True,0.002027,-0.04,58.47,F,6.784,7.875,2.0,4.5,6.036
2026-04-01,XLK,pullback_in_trend,bearish,0.9878,134.91,0.008005,0.053072,False,False,24.54,neutral,down,True,-0.013527,-0.035255,60.4,B,6.807,7.875,2.0,5.75,6.036
2026-04-01,XLV,pullback_in_trend,bearish,0.9838,147.73,-0.006228,0.010831,True,False,24.54,neutral,down,False,0.010189,-0.059344,55.23,F,5.639,7.875,2.0,4.25,6.036
2026-04-01,XLP,compression_breakout,bearish,0.9127,81.46,0.005279,0.024429,False,False,24.54,neutral,down,False,-0.000613,-0.065397,59.02,F,6.856,7.875,2.0,4.75,6.036
2026-04-01,XLC,pullback_in_trend,bearish,0.9665,111.24,0.004135,0.027238,False,False,24.54,neutral,down,True,-0.001795,-0.063558,58.7,F,6.576,7.875,2.0,5.0,6.036
2026-04-01,AAPL,compression_breakout,bearish,0.9365,255.63,0.001134,0.019012,False,False,24.54,neutral,up,False,0.011915,-0.026246,61.3,B,7.165,7.875,2.0,5.75,6.036
2026-04-01,MSFT,pullback_in_trend,bearish,0.9346,369.37,0.011073,0.010017,False,False,24.54,neutral,down,True,-0.004501,-0.088426,59.25,F,6.346,7.875,2.0,5.75,6.036
2026-04-01,AMZN,compression_breakout,bearish,0.9048,210.57,-0.003799,0.109607,True,False,24.54,neutral,up,True,-0.005385,-0.028826,63.22,B,8.084,7.875,2.0,5.5,6.036
2026-04-01,TSLA,pullback_in_trend,bearish,0.9891,381.26,-0.054215,-0.09348,True,True,24.54,neutral,down,True,-0.012152,-0.060797,59.61,F,6.64,7.875,2.0,5.5,6.036
2026-04-01,V,pullback_in_trend,bearish,0.9531,298.51,0.007671,0.032763,False,False,24.54,neutral,down,True,-0.02099,-0.068524,57.8,F,6.516,7.875,2.0,4.5,6.036
2026-04-01,COST,compression_breakout,bullish,0.8889,996.56,0.018464,0.035592,True,True,24.54,neutral,down,True,0.02226,-0.010112,62.33,B,8.177,7.875,2.0,4.75,6.036
2026-04-01,COST,pullback_in_trend,bullish,0.9792,996.56,0.018464,0.035592,True,True,24.54,neutral,down,True,0.02226,-0.010112,59.28,F,6.958,7.875,2.0,4.75,6.036
2026-04-01,COST,stage_2_breakout,bullish,0.5068,996.56,0.018464,0.035592,True,True,24.54,neutral,down,True,0.02226,-0.010112,59.42,F,7.013,7.875,2.0,4.75,6.036
2026-04-01,UNH,pullback_in_trend,bearish,0.9881,273.98,0.011972,0.120191,False,False,24.54,neutral,down,True,0.012678,-0.061584,57.72,F,6.632,7.875,2.0,4.25,6.036
2026-04-02,SPY,pullback_in_trend,bearish,0.9882,655.83,0.004727,0.036031,False,False,23.87,neutral,down,True,0.016649,-0.037399,58.87,F,6.794,7.875,2.0,4.75,6.036
2026-04-02,QQQ,pullback_in_trend,bearish,0.9899,584.98,0.006017,0.0446,False,False,23.87,neutral,down,True,0.019502,-0.0393,58.85,F,6.784,7.875,2.0,4.75,6.036
2026-04-02,IWM,compression_breakout,bearish,0.8016,251.29,0.004258,0.039834,False,False,23.87,neutral,up,False,0.015559,-0.021304,59.2,F,6.928,7.875,2.0,4.75,6.036
2026-04-02,DIA,pullback_in_trend,bearish,0.9888,465.06,0.003677,0.030512,False,False,23.87,neutral,flat,True,0.012519,-0.030802,58.98,F,6.839,7.875,2.0,4.75,6.036
2026-04-02,XLF,pullback_in_trend,bearish,0.9968,49.53,0.007066,0.025035,False,False,23.87,neutral,up,True,0.009786,-0.033184,59.36,F,6.839,7.875,2.0,5.0,6.036
2026-04-02,XLE,pullback_in_trend,bullish,0.9928,59.25,0.007257,-0.038987,True,False,23.87,neutral,up,True,-0.036899,0.049044,58.46,F,7.379,7.875,2.0,3.5,6.036
2026-04-02,XLK,pullback_in_trend,bearish,0.9989,135.99,0.005809,0.048754,False,False,23.87,neutral,down,True,0.02634,-0.02989,58.3,F,6.865,7.875,2.0,4.25,6.036
2026-04-02,XLV,pullback_in_trend,bearish,0.969,146.81,-0.00361,0.003406,True,False,23.87,neutral,down,False,0.007342,-0.046131,57.25,F,5.697,7.875,2.0,5.5,6.036
2026-04-02,XLP,compression_breakout,bearish,0.9048,81.89,0.009403,0.005862,False,False,23.87,neutral,down,False,0.009243,-0.041213,60.14,B,7.002,7.875,2.0,5.25,6.036
2026-04-02,XLY,pullback_in_trend,bearish,0.9557,108.15,0.008229,0.043828,False,False,23.87,neutral,down,True,-0.006248,-0.072072,59.63,F,6.498,7.875,2.0,5.75,6.036
2026-04-02,XLRE,pullback_in_trend,bearish,0.9883,41.61,0.003605,0.02908,False,False,23.87,neutral,down,False,0.032762,-0.039917,54.45,F,5.777,7.875,2.0,3.5,6.036
2026-04-02,XLC,pullback_in_trend,bearish,0.9799,111.7,0.000537,0.020143,False,False,23.87,neutral,down,True,0.02656,-0.056906,57.38,F,6.647,7.875,2.0,4.0,6.036
2026-04-02,AAPL,compression_breakout,bearish,0.9206,255.92,0.011488,0.017818,False,False,23.87,neutral,up,False,0.011981,-0.016789,59.12,F,7.196,7.875,2.0,4.25,6.036
2026-04-02,MSFT,pullback_in_trend,bearish,0.9585,373.46,-0.001553,-0.006935,True,True,23.87,neutral,down,True,0.020466,-0.09063,57.08,F,6.379,7.875,2.0,4.25,6.036
2026-04-02,AMZN,compression_breakout,bearish,0.9524,209.77,0.014397,0.136387,False,False,23.87,neutral,up,True,0.010745,-0.041884,63.62,B,8.092,7.875,2.0,5.75,6.036
2026-04-02,META,pullback_in_trend,bearish,0.9554,574.46,-0.002507,0.096438,True,False,23.87,neutral,down,True,0.049165,-0.130357,56.54,F,6.311,7.875,2.0,4.0,6.036
2026-04-02,V,compression_breakout,bearish,0.9921,300.8,0.008411,0.011835,False,False,23.87,neutral,down,True,-0.015481,-0.059412,62.4,B,8.055,7.875,2.0,5.0,6.036
2026-04-02,V,pullback_in_trend,bearish,0.9701,300.8,0.008411,0.011835,False,False,23.87,neutral,down,True,-0.015481,-0.059412,58.79,F,6.611,7.875,2.0,5.0,6.036
2026-04-02,COST,pullback_in_trend,bullish,0.9412,1014.96,0.003537,-0.016247,True,False,23.87,neutral,up,True,0.036043,0.032965,59.06,F,7.169,7.875,2.0,4.25,6.036
2026-04-02,UNH,pullback_in_trend,bearish,0.9951,277.26,0.014787,0.097634,False,False,23.87,neutral,down,True,0.034359,-0.039859,59.99,F,6.791,7.875,2.0,5.5,6.036
2026-04-06,XLF,pullback_in_trend,bearish,0.988,49.88,0.0,0.035686,False,False,24.17,neutral,up,True,0.043296,-0.013644,68.51,B,6.952,7.875,8.667,4.25,6.036
2026-04-06,XLE,pullback_in_trend,bullish,0.982,59.68,0.008043,-0.043063,True,False,24.17,neutral,up,True,-0.046036,0.054976,68.5,B,7.397,7.875,8.667,3.5,6.036
2026-04-06,XLV,pullback_in_trend,bearish,0.9615,146.28,0.001983,0.011553,False,False,24.17,neutral,up,True,0.021081,-0.042043,69.41,B,6.709,7.875,8.667,5.25,6.036
2026-04-06,XLY,pullback_in_trend,bearish,0.9733,109.04,-0.011647,0.044754,True,False,24.17,neutral,up,True,0.031794,-0.047186,68.63,B,6.699,7.875,8.667,4.75,6.036
2026-04-06,XLC,pullback_in_trend,bearish,0.9824,111.76,0.000537,0.02738,False,False,24.17,neutral,flat,True,0.044096,-0.048527,67.15,B,6.708,7.875,8.667,3.75,6.036
2026-04-06,MSFT,pullback_in_trend,bearish,0.9582,372.88,-0.001582,0.030814,True,False,24.17,neutral,down,True,0.045155,-0.088224,66.0,B,6.395,7.875,8.667,3.5,6.036
2026-04-06,META,pullback_in_trend,bearish,0.9552,573.02,0.003543,0.107344,False,False,24.17,neutral,down,True,0.089972,-0.111404,66.16,B,6.31,7.875,8.667,3.75,6.036
2026-04-06,V,compression_breakout,bearish,0.9841,303.33,-0.002571,0.019978,True,False,24.17,neutral,up,True,0.026428,-0.044208,71.49,B,8.14,7.875,8.667,4.25,6.036
2026-04-06,V,pullback_in_trend,bearish,0.9867,303.33,-0.002571,0.019978,True,False,24.17,neutral,up,True,0.026428,-0.044208,68.0,B,6.745,7.875,8.667,4.25,6.036
2026-04-06,COST,pullback_in_trend,bullish,0.9385,1018.55,-0.005243,-0.037013,False,False,24.17,neutral,up,True,0.035259,0.020489,68.09,B,7.08,7.875,8.667,3.75,6.036
2026-04-07,DIA,pullback_in_trend,bearish,0.9939,465.88,0.028505,0.042092,False,False,25.78,neutral,up,True,0.030571,-0.025111,69.1,B,6.887,7.875,8.667,4.75,6.036
2026-04-07,XLE,pullback_in_trend,bullish,0.9705,60.16,-0.035073,-0.06998,False,False,25.78,neutral,up,True,-0.029051,0.068182,68.67,B,7.462,7.875,8.667,3.5,6.036
2026-04-07,XLV,pullback_in_trend,bearish,0.9702,146.57,0.02115,0.015419,False,False,25.78,neutral,up,True,0.019121,-0.049851,69.32,B,6.675,7.875,8.667,5.25,6.036
2026-04-07,XLP,pullback_in_trend,bearish,0.9437,81.26,0.018705,0.002584,False,False,25.78,neutral,flat,False,-0.007572,-0.054787,67.36,B,5.589,7.875,8.667,5.75,6.036
2026-04-07,XLY,pullback_in_trend,bearish,0.9549,107.77,0.028301,0.080449,False,False,25.78,neutral,flat,True,0.01997,-0.059517,68.71,B,6.58,7.875,8.667,5.0,6.036
2026-04-07,XLU,pullback_in_trend,bullish,0.9846,46.27,0.011022,0.004322,True,True,25.78,neutral,up,True,0.007622,-0.01238,68.14,B,6.953,7.875,8.667,4.0,6.036
2026-04-07,XLC,pullback_in_trend,bearish,0.9849,111.82,0.017796,0.04239,False,False,25.78,neutral,flat,True,0.035754,-0.048826,67.91,B,6.711,7.875,8.667,4.25,6.036
2026-04-07,MSFT,pullback_in_trend,bearish,0.9586,372.29,0.00548,0.055924,False,False,25.78,neutral,down,True,0.037135,-0.090667,65.96,B,6.379,7.875,8.667,3.5,6.036
2026-04-07,META,pullback_in_trend,bearish,0.9619,575.05,0.064986,0.152056,False,False,25.78,neutral,down,True,0.072094,-0.111741,66.94,B,6.324,7.875,8.667,4.25,6.036
2026-04-07,V,compression_breakout,bearish,0.9762,302.55,0.021187,0.029152,False,False,25.78,neutral,flat,True,0.010049,-0.042472,71.85,B,8.136,7.875,8.667,4.5,6.036
2026-04-07,V,pullback_in_trend,bearish,0.9829,302.55,0.021187,0.029152,False,False,25.78,neutral,flat,True,0.010049,-0.042472,68.38,B,6.749,7.875,8.667,4.5,6.036
2026-04-07,COST,pullback_in_trend,bullish,0.9554,1013.21,0.016838,-0.037909,True,False,25.78,neutral,up,True,0.016687,0.007868,67.96,B,7.03,7.875,8.667,3.75,6.036
2026-04-08,SPY,stage_2_breakout,bullish,0.3391,676.01,0.005769,0.035399,True,True,21.04,contraction,up,False,0.039472,-0.001728,70.34,B,5.733,8.625,8.667,6.25,6.036
2026-04-08,QQQ,stage_2_breakout,bullish,0.3689,606.09,0.006765,0.051659,True,True,21.04,contraction,up,False,0.050088,-0.002764,70.47,B,5.786,8.625,8.667,6.25,6.036
2026-04-08,IWM,stage_2_breakout,bullish,0.5992,260.47,0.00572,0.034246,True,True,21.04,contraction,up,False,0.050282,0.028063,72.14,B+,6.452,8.625,8.667,6.25,6.036
2026-04-08,DIA,stage_2_breakout,bullish,0.3083,479.16,0.005718,0.011604,True,True,21.04,contraction,up,False,0.034478,0.003056,70.27,B,5.704,8.625,8.667,6.25,6.036
2026-04-08,XLK,stage_2_breakout,bullish,0.4529,141.69,0.002682,0.060766,True,True,21.04,contraction,up,False,0.06614,0.013809,73.05,B+,6.065,8.625,8.667,7.5,6.036
2026-04-08,XLI,stage_2_breakout,bullish,0.5925,170.44,0.010268,0.004342,True,True,21.04,contraction,up,False,0.053855,0.00247,73.18,B+,6.268,8.625,8.667,7.25,6.036
2026-04-08,XLU,pullback_in_trend,bullish,0.9586,46.78,0.007909,-0.016246,True,False,21.04,contraction,up,True,0.019394,0.004725,72.8,B,7.015,8.625,8.667,5.75,6.036
2026-04-08,GOOGL,stage_2_breakout,bullish,0.7583,317.32,0.003687,0.062398,True,True,21.04,contraction,up,False,0.103491,0.033481,73.03,B+,6.806,8.625,8.667,6.25,6.036
2026-04-09,SPY,stage_2_breakout,bullish,0.5121,679.91,-0.000662,0.03199,False,True,19.49,contraction,up,False,0.03765,0.005293,71.33,B+,6.126,8.625,8.667,6.25,6.036
2026-04-09,QQQ,stage_2_breakout,bullish,0.535,610.19,0.001442,0.049624,True,True,19.49,contraction,up,False,0.044292,0.004114,71.42,B+,6.164,8.625,8.667,6.25,6.036
2026-04-09,IWM,stage_2_breakout,bullish,0.711,261.96,-0.002519,0.030501,False,True,19.49,contraction,up,False,0.049687,0.036029,72.83,B+,6.729,8.625,8.667,6.25,6.036
2026-04-09,DIA,stage_2_breakout,bullish,0.4778,481.9,-0.005499,0.00774,False,True,19.49,contraction,up,False,0.035275,0.014932,71.31,B+,6.122,8.625,8.667,6.25,6.036
2026-04-09,XLK,stage_2_breakout,bullish,0.5031,142.07,0.003871,0.070036,True,True,19.49,contraction,up,False,0.053072,0.011679,73.26,B+,6.151,8.625,8.667,7.5,6.036
2026-04-09,XLI,stage_2_breakout,bullish,0.8061,172.19,-0.003891,-0.010802,False,False,19.49,contraction,up,False,0.047193,0.01593,74.47,B+,6.785,8.625,8.667,7.25,6.036
2026-04-09,XLU,pullback_in_trend,bullish,0.9445,47.15,-0.00403,-0.016967,False,False,19.49,contraction,up,True,0.022555,0.021226,72.63,B,7.097,8.625,8.667,5.5,6.036
2026-04-09,XLC,stage_2_breakout,bullish,0.0577,114.27,-0.0028,0.039906,False,True,19.49,contraction,up,False,0.027238,-0.023333,68.95,B,5.027,8.625,8.667,6.5,6.036
2026-04-09,AAPL,stage_2_breakout,bullish,0.1746,260.49,-3.8e-05,0.011171,False,True,19.49,contraction,up,False,0.019012,-0.001227,71.4,B,5.408,8.625,8.667,7.5,6.036
2026-04-09,MSFT,pullback_in_trend,bearish,0.9694,373.07,-0.005897,0.126491,True,False,19.49,contraction,down,True,0.010017,-0.078566,66.59,B,6.482,8.625,8.667,2.5,6.036
2026-04-09,GOOGL,stage_2_breakout,bullish,0.7931,318.49,-0.003925,0.055041,False,True,19.49,contraction,up,False,0.070951,0.031714,73.55,B+,6.864,8.625,8.667,6.5,6.036
2026-04-10,SPY,stage_2_breakout,bullish,0.4936,679.46,0.009772,0.045153,True,True,19.23,neutral,up,False,0.036031,0.020118,67.94,B,6.188,7.875,7.556,6.25,6.036
2026-04-10,QQQ,stage_2_breakout,bullish,0.5765,611.07,0.010343,0.061826,True,True,19.23,neutral,up,False,0.0446,0.023122,68.4,B,6.374,7.875,7.556,6.25,6.036
2026-04-10,DIA,stage_2_breakout,bullish,0.2958,479.25,0.006009,0.031236,True,True,19.23,neutral,up,False,0.030512,0.025178,67.03,B,5.826,7.875,7.556,6.25,6.036
2026-04-10,XLI,stage_2_breakout,bullish,0.7128,171.52,0.007055,0.011602,True,True,19.23,neutral,up,True,0.047322,0.038005,73.33,B+,7.746,7.875,7.556,7.25,6.036
2026-04-10,AAPL,stage_2_breakout,bullish,0.1726,260.48,-0.004914,0.037431,False,True,19.23,neutral,up,False,0.017818,0.018455,68.18,B,5.535,7.875,7.556,7.5,6.036
2026-04-10,MSFT,pullback_in_trend,bearish,0.9615,370.87,0.036401,0.139995,False,False,19.23,neutral,down,True,-0.006935,-0.077116,63.03,B,6.476,7.875,7.556,2.5,6.036
2026-04-10,GOOGL,stage_2_breakout,bullish,0.7118,317.24,0.012829,0.077039,True,True,19.23,neutral,up,False,0.07259,0.0451,69.07,B,6.791,7.875,7.556,6.0,6.036
2026-04-13,DIA,stage_2_breakout,bullish,0.4782,482.13,0.006969,0.025304,True,True,19.12,neutral,up,False,0.032907,0.033704,59.75,F,6.248,7.875,2.0,6.25,6.036
2026-04-13,XLI,stage_2_breakout,bullish,0.8763,172.73,0.003589,0.006774,True,True,19.12,neutral,up,True,0.049329,0.049074,66.0,B,8.146,7.875,2.0,7.25,6.036
2026-04-13,XLP,pullback_in_trend,bearish,0.9605,81.55,-0.000981,0.0103,True,False,19.12,neutral,flat,False,-0.013429,-0.037644,56.23,F,5.737,7.875,2.0,4.75,6.036
2026-04-13,XLU,pullback_in_trend,bullish,0.9927,46.39,0.001725,-0.013796,True,False,19.12,neutral,up,True,0.004765,-0.012138,60.44,B,6.971,7.875,2.0,5.5,6.036
2026-04-13,XLC,stage_2_breakout,bullish,0.2167,114.82,0.015154,0.034227,True,True,19.12,neutral,up,False,0.02738,0.003233,57.56,F,5.522,7.875,2.0,6.0,6.036
2026-04-13,TSLA,pullback_in_trend,bearish,0.9546,352.42,0.033426,0.113728,False,False,19.12,neutral,down,True,-0.001134,-0.099131,55.05,F,6.315,7.875,2.0,3.0,6.036
2026-04-14,DIA,stage_2_breakout,bullish,0.7069,485.49,-0.001586,0.012091,False,True,18.36,neutral,up,False,0.042092,0.032299,60.87,B,6.696,7.875,2.0,6.25,6.036
2026-04-14,XLI,stage_2_breakout,bullish,0.957,173.35,-0.012518,-0.011018,False,False,18.36,neutral,up,True,0.055211,0.0439,65.94,B,8.273,7.875,2.0,7.0,6.036
2026-04-14,XLP,pullback_in_trend,bearish,0.9612,81.47,-0.005033,0.004541,True,False,18.36,neutral,flat,False,0.002584,-0.041304,56.17,F,5.714,7.875,2.0,4.75,6.036
2026-04-14,XLU,pullback_in_trend,bullish,0.9891,46.47,-0.009684,-0.032709,False,False,18.36,neutral,up,True,0.004322,-0.016716,60.34,B,6.933,7.875,2.0,5.5,6.036
2026-04-14,XLC,stage_2_breakout,bullish,0.6986,116.56,0.006863,0.005148,True,True,18.36,neutral,up,False,0.04239,0.010665,61.22,B,6.535,7.875,2.0,6.75,6.036
2026-04-14,TSLA,pullback_in_trend,bearish,0.9906,364.2,0.076194,0.06101,False,False,18.36,neutral,up,True,0.050627,-0.07928,54.81,F,6.519,7.875,2.0,2.5,6.036
2026-04-15,XLI,pullback_in_trend,bullish,0.9574,171.18,-0.004965,-0.000818,False,False,18.17,neutral,up,True,0.004342,0.028108,62.06,B,7.169,7.875,2.0,6.25,6.036
2026-04-15,XLP,pullback_in_trend,bearish,0.9515,81.06,0.004565,0.012953,False,False,18.17,neutral,down,False,-0.020778,-0.042975,56.09,F,5.683,7.875,2.0,4.75,6.036
2026-04-15,XLU,pullback_in_trend,bullish,0.9861,46.02,0.007171,-0.024989,True,False,18.17,neutral,up,True,-0.016246,-0.023552,60.21,B,6.882,7.875,2.0,5.5,6.036
2026-04-15,JPM,pullback_in_trend,bullish,0.966,305.93,0.01314,0.023175,True,True,18.17,neutral,up,False,-0.006624,0.066367,60.61,B,6.441,7.875,2.0,6.5,6.036
2026-04-16,XLV,pullback_in_trend,bearish,0.9718,146.61,0.014938,-0.002524,False,True,17.94,neutral,up,True,-0.018215,-0.003602,69.35,B,6.986,7.875,8.667,4.75,6.036
2026-04-16,XLI,pullback_in_trend,bullish,0.971,170.33,0.01867,0.021957,True,True,17.94,neutral,up,True,-0.010802,0.031178,71.8,B+,7.217,7.875,8.667,6.0,6.036
2026-04-16,XLP,pullback_in_trend,bearish,0.9668,81.43,0.012649,0.025175,False,False,17.94,neutral,flat,False,-0.024206,-0.014642,67.02,B,5.903,7.875,8.667,5.0,6.036
2026-04-16,XLB,pullback_in_trend,bullish,0.9509,51.75,0.002512,0.001159,True,True,17.94,neutral,up,True,0.001548,0.067451,72.68,B+,7.418,7.875,8.667,6.25,6.036
2026-04-16,XLU,pullback_in_trend,bullish,0.995,46.35,-0.004099,-0.005609,False,False,17.94,neutral,up,True,-0.016967,-0.008132,70.52,B,7.002,7.875,8.667,5.5,6.036
2026-04-16,JPM,pullback_in_trend,bullish,0.9462,309.95,0.001097,0.005614,True,True,17.94,neutral,up,False,-0.001224,0.077188,70.69,B+,6.474,7.875,8.667,6.5,6.036
2026-04-17,XLB,pullback_in_trend,bullish,0.9497,51.88,0.006746,0.000771,True,True,17.48,neutral,up,True,-0.00154,0.08672,71.87,B,7.544,7.875,8.667,5.5,6.036
2026-04-17,COST,stage_2_breakout,bullish,0.3378,999.89,-0.00205,0.011261,False,True,17.48,neutral,up,False,0.001422,0.02576,68.17,B,5.914,7.875,8.667,5.75,6.036
2026-04-20,XLB,pullback_in_trend,bullish,0.9379,52.23,-0.008807,-0.008616,False,False,18.87,neutral,up,True,0.000766,0.11175,72.52,B,7.687,7.841,8.667,5.75,6.036
2026-04-20,COST,stage_2_breakout,bullish,0.2738,997.84,0.007987,0.00017,True,True,18.87,neutral,down,False,0.017322,0.026236,68.52,B,5.789,7.841,8.667,6.25,6.036
2026-04-21,XLV,pullback_in_trend,bearish,0.9625,145.92,0.003152,-0.014254,False,True,19.5,neutral,down,True,-0.019553,0.007944,69.29,B,7.045,7.793,8.667,4.75,6.036
2026-04-21,XLI,pullback_in_trend,bullish,0.9721,171.44,-0.002333,-0.002683,False,False,19.5,neutral,up,True,-0.011018,0.051457,71.19,B,7.354,7.793,8.667,5.5,6.036
2026-04-21,XLP,compression_breakout,bearish,0.9127,81.84,0.003299,0.015152,False,False,19.5,neutral,flat,False,0.004541,0.00813,68.55,B,7.346,7.793,8.667,3.75,6.036
2026-04-21,XLB,pullback_in_trend,bullish,0.9646,51.77,0.001159,-0.007147,True,False,19.5,neutral,up,True,-0.004614,0.088749,72.15,B,7.588,7.793,8.667,5.75,6.036
2026-04-21,XLC,pullback_in_trend,bullish,0.9476,117.16,0.006145,-0.012035,True,False,19.5,neutral,up,True,0.005148,0.039482,72.37,B+,7.225,7.793,8.667,6.5,6.036
2026-04-21,COST,pullback_in_trend,bullish,0.9792,1005.81,-0.002098,-0.011742,False,False,19.5,neutral,down,True,0.031812,0.041502,72.18,B+,7.302,7.793,8.667,6.25,6.036
2026-04-21,COST,stage_2_breakout,bullish,0.4644,1005.81,-0.002098,-0.011742,False,False,19.5,neutral,down,True,0.031812,0.041502,72.11,B+,7.272,7.793,8.667,6.25,6.036
2026-04-22,XLF,pullback_in_trend,bullish,0.9462,52.21,-0.007853,-0.005555,False,False,18.92,neutral,up,False,0.000767,0.059456,69.18,B,6.355,7.838,8.667,5.75,6.036
2026-04-22,XLV,pullback_in_trend,bearish,0.9735,146.38,-0.000956,-0.024184,True,True,18.92,neutral,flat,True,-0.009407,0.010982,69.51,B,7.087,7.838,8.667,4.75,6.036
2026-04-22,XLI,pullback_in_trend,bullish,0.9796,171.04,0.017715,-0.00649,True,False,18.92,neutral,up,True,-0.000818,0.042927,71.2,B,7.312,7.838,8.667,5.5,6.036
2026-04-22,XLP,compression_breakout,bearish,0.9603,82.11,0.016685,0.009865,False,False,18.92,neutral,flat,False,0.012953,0.012329,67.84,B,7.469,7.838,8.667,3.0,6.036
2026-04-22,XLB,pullback_in_trend,bullish,0.9647,51.83,-0.000386,-0.016786,False,False,18.92,neutral,up,True,0.008758,0.069763,73.44,B+,7.461,7.838,8.667,6.75,6.036
2026-04-22,XLRE,pullback_in_trend,bullish,0.959,43.46,0.011505,0.004142,True,True,18.92,neutral,up,True,0.001152,0.07868,72.44,B+,7.509,7.838,8.667,6.0,6.036
2026-04-22,XLC,pullback_in_trend,bullish,0.9326,117.88,-0.004157,-0.021971,False,False,18.92,neutral,up,True,0.004431,0.06074,72.38,B+,7.337,7.838,8.667,6.25,6.036
2026-04-22,AAPL,pullback_in_trend,bullish,0.924,273.17,0.000952,-0.010982,True,False,18.92,neutral,up,True,0.025298,0.085559,74.63,B+,7.485,7.838,8.667,7.5,6.036
2026-04-22,COST,pullback_in_trend,bullish,0.9849,1003.7,0.010641,-0.005011,True,False,18.92,neutral,down,True,0.019243,0.030683,73.27,B+,7.241,7.838,8.667,7.0,6.036
